application_id,destination_country,visa_type,nationality,application_date,decision_date,processing_time_days,processing_time_weeks,visa_status,processing_center,biometric_required,interview_required,application_mode
VISA00441,USA,Student,Philippines,2022-09-25,2022-11-19,55.0,7.86,Approved,Manila,Yes,Yes,Online
VISA00442,USA,Student,Nigeria,2022-07-15,2022-10-04,81.0,11.57,Approved,Lagos,Yes,Yes,Online
VISA00443,USA,Tourist,China,2022-10-31,2023-01-21,82.0,11.71,Approved,Shanghai,Yes,No,
VISA00444,UK,Student,Nigeria,2022-12-11,2023-01-11,31.0,4.43,Approved,Abuja,No,Yes,Online
VISA00445,Australia,Student,Bangladesh,2022-04-22,2022-05-22,30.0,4.29,Approved,Dhaka,No,Yes,
VISA00446,Australia,Tourist,Bangladesh,2022-05-03,2022-05-26,23.0,3.29,Approved,Dhaka,No,Yes,
VISA00447,UK,Work,Bangladesh,2022-01-28,2022-04-12,74.0,10.57,Approved,Dhaka,Yes,Yes,Online
VISA00448,Canada,Work,Nigeria,2022-05-25,,,,Pending,Abuja,Yes,Yes,Online
VISA00449,Australia,Tourist,India,2023-01-25,2023-02-16,22.0,3.14,Rejected,Chennai,No,Yes,Offline
VISA00450,UK,Student,Nigeria,2022-07-28,,,,Pending,Lagos,No,No,
VISA00451,USA,Work,China,2022-04-02,2022-05-06,34.0,4.86,Rejected,Beijing,No,Yes,Offline
VISA00452,USA,Student,India,2022-02-11,2022-03-20,37.0,5.29,Rejected,Chennai,Yes,No,Online
VISA00453,Australia,Tourist,Pakistan,2023-03-10,2023-04-23,44.0,6.29,Approved,Lahore,No,No,Offline
VISA00454,UK,Student,Brazil,2023-01-13,2023-02-13,31.0,4.43,Rejected,Sao Paulo,No,No,Offline
VISA00455,UK,Student,India,2022-12-23,2023-01-07,15.0,2.14,Approved,New Delhi,Yes,No,
VISA00456,Australia,Student,China,2022-09-06,2022-11-01,56.0,8.0,Approved,Shanghai,No,Yes,
VISA00457,USA,Tourist,India,2023-04-27,,,,Pending,Mumbai,Yes,No,Offline
VISA00458,USA,Student,China,2022-02-08,2022-04-01,52.0,7.43,Rejected,Beijing,Yes,No,Offline
VISA00459,USA,Student,India,2023-04-05,2023-05-31,56.0,8.0,Rejected,Hyderabad,Yes,Yes,Offline
VISA00460,USA,Work,Bangladesh,2022-09-18,,,,Pending,Dhaka,Yes,Yes,Offline
VISA00461,Australia,Work,China,2022-11-21,2023-01-17,57.0,8.14,Approved,Beijing,No,Yes,
VISA00462,UK,Work,Nigeria,2022-07-13,,,,Pending,Lagos,Yes,Yes,Online
VISA00463,UK,Tourist,Pakistan,2022-04-01,2022-04-20,19.0,2.71,Approved,Lahore,No,Yes,Offline
VISA00464,UK,Work,Pakistan,2023-04-24,2023-05-28,34.0,4.86,Approved,Islamabad,Yes,No,
VISA00465,USA,Work,Philippines,2023-05-17,2023-07-11,55.0,7.86,Approved,Manila,No,Yes,Online
VISA00466,USA,Work,Nigeria,2023-02-20,2023-05-08,77.0,11.0,Approved,Lagos,No,No,Offline
VISA00467,Australia,Tourist,Bangladesh,2023-04-10,2023-06-22,73.0,10.43,Rejected,Dhaka,No,Yes,Offline
VISA00468,USA,Student,Pakistan,2022-07-30,,,,Pending,Islamabad,No,Yes,Online
VISA00469,Canada,Work,Bangladesh,2023-03-31,2023-06-15,76.0,10.86,Approved,Dhaka,Yes,No,
VISA00470,Canada,Work,Bangladesh,2022-06-30,2022-09-09,71.0,10.14,Approved,Dhaka,Yes,No,
VISA00471,USA,Student,Brazil,2022-08-03,2022-10-23,81.0,11.57,Rejected,Sao Paulo,Yes,Yes,Offline
VISA00472,UK,Work,Nigeria,2023-04-15,2023-06-24,70.0,10.0,Rejected,Abuja,No,No,
VISA00473,Australia,Student,Philippines,2022-02-17,2022-03-23,34.0,4.86,Approved,Manila,Yes,No,Online
VISA00474,UK,Work,Philippines,2022-01-21,2022-02-21,31.0,4.43,Approved,Manila,No,Yes,
VISA00475,UK,Student,Pakistan,2022-06-21,2022-09-03,74.0,10.57,Approved,Lahore,No,Yes,
VISA00476,Canada,Student,China,2022-09-11,,,,Pending,Shanghai,Yes,No,
VISA00477,Australia,Work,Pakistan,2022-12-10,,,,Pending,Islamabad,Yes,Yes,Offline
VISA00478,USA,Student,Brazil,2022-04-15,2022-05-25,40.0,5.71,Approved,Sao Paulo,Yes,No,Online
VISA00479,Australia,Work,Bangladesh,2022-11-09,2023-01-18,70.0,10.0,Approved,Dhaka,Yes,Yes,
VISA00480,UK,Tourist,India,2023-02-18,2023-04-12,53.0,7.57,Rejected,New Delhi,Yes,No,Online
VISA00481,USA,Work,Pakistan,2022-04-17,2022-07-01,75.0,10.71,Approved,Lahore,Yes,No,Offline
VISA00482,UK,Work,Bangladesh,2023-05-18,2023-07-13,56.0,8.0,Approved,Dhaka,Yes,No,Online
VISA00483,Australia,Work,Pakistan,2023-01-26,2023-03-08,41.0,5.86,Approved,Lahore,Yes,No,Online
VISA00484,UK,Tourist,Philippines,2022-04-03,2022-04-21,18.0,2.57,Approved,Manila,No,No,Offline
VISA00485,USA,Work,Philippines,2022-02-18,,,,Pending,Manila,Yes,Yes,Offline
VISA00486,Australia,Student,China,2022-01-15,2022-03-20,64.0,9.14,Approved,Beijing,No,Yes,Online
VISA00487,Australia,Tourist,China,2023-04-30,2023-06-23,54.0,7.71,Approved,Beijing,No,Yes,
VISA00488,Australia,Student,India,2022-04-24,,,,Pending,New Delhi,No,No,Online
VISA00489,UK,Tourist,Pakistan,2023-02-13,2023-03-20,35.0,5.0,Rejected,Islamabad,No,Yes,Offline
VISA00490,UK,Tourist,Bangladesh,2022-04-18,2022-05-03,15.0,2.14,Approved,Dhaka,Yes,Yes,
VISA00491,UK,Student,Brazil,2022-10-19,2022-11-03,15.0,2.14,Approved,Sao Paulo,Yes,No,Offline
VISA00492,Canada,Tourist,Bangladesh,2022-09-21,2022-12-06,76.0,10.86,Rejected,Dhaka,Yes,No,
VISA00493,USA,Student,Philippines,2022-06-18,2022-08-22,65.0,9.29,Rejected,Manila,Yes,Yes,
VISA00494,USA,Work,China,2022-09-19,2022-11-28,70.0,10.0,Approved,Beijing,No,Yes,
VISA00495,Australia,Tourist,Nigeria,2022-06-08,2022-06-28,20.0,2.86,Approved,Lagos,Yes,No,Offline
VISA00496,Canada,Tourist,Pakistan,2023-05-27,2023-07-18,52.0,7.43,Approved,Lahore,Yes,Yes,Online
VISA00497,UK,Work,Philippines,2023-05-08,2023-07-06,59.0,8.43,Approved,Manila,Yes,No,Offline
VISA00498,Canada,Tourist,Philippines,2023-04-23,2023-05-13,20.0,2.86,Approved,Manila,No,Yes,Offline
VISA00499,Australia,Student,Philippines,2022-07-31,2022-08-29,29.0,4.14,Rejected,Manila,No,Yes,
VISA00500,Australia,Work,Bangladesh,2022-07-18,2022-08-07,20.0,2.86,Approved,Dhaka,Yes,No,Offline
CAN_EXT0000,Canada,Visiting,Nigeria,2025-08-05,2025-09-19,,,Approved,Lagos,No,Yes,
CAN_EXT0001,Canada,Working,United States of America,2025-12-31,2026-03-04,,,Approved,New Delhi,No,No,Offline
CAN_EXT0002,Canada,Visiting,Philippines,2025-05-06,2025-05-28,22.0,3.14,Rejected,Manila,Yes,No,Online
CAN_EXT0003,Canada,Study - child,All,2023-04-29,2023-05-20,21.0,3.0,Approved,New Delhi,Yes,Yes,Offline
CAN_EXT0004,Canada,Working,India,2025-04-09,2025-08-20,,,Rejected,Mumbai,Yes,Yes,Offline
CAN_EXT0005,Canada,Studying,China,2025-08-27,2025-10-01,,,Rejected,New Delhi,Yes,No,Offline
CAN_EXT0006,Canada,Visiting,Bangladesh,2025-04-09,2025-05-17,,,Approved,Dhaka,No,Yes,Online
CAN_EXT0007,Canada,Visiting,Australia,2025-12-31,2026-01-05,,,Approved,New Delhi,Yes,No,
CAN_EXT0008,Canada,Working,Bangladesh,2025-04-09,2025-06-18,,,Rejected,Dhaka,Yes,No,
CAN_EXT0009,Canada,Working,Nigeria,2025-12-31,2026-03-04,63.0,9.0,Rejected,Lagos,No,No,Offline
CAN_EXT0010,Canada,Studying,Philippines,2025-08-05,2025-09-30,,,Approved,Manila,No,No,Offline
CAN_EXT0011,Canada,Visiting,Bangladesh,2025-09-24,2025-10-20,,,Rejected,Dhaka,Yes,No,Online
CAN_EXT0012,Canada,Studying,United States of America,2025-08-27,2025-10-29,63.0,9.0,Rejected,New Delhi,Yes,No,Online
CAN_EXT0013,Canada,Studying,India,2025-11-26,2025-12-24,28.0,4.0,Rejected,Bengaluru,No,No,
CAN_EXT0014,Canada,Studying,Nigeria,2025-06-03,2025-07-08,35.0,5.0,Approved,Lagos,No,Yes,Offline
CAN_EXT0015,Canada,Working,India,2025-12-31,2026-03-04,,,Rejected,Bengaluru,No,No,Online
CAN_EXT0016,Canada,Visiting,Bangladesh,2025-08-05,2025-09-16,42.0,6.0,Approved,Dhaka,Yes,No,Offline
CAN_EXT0017,Canada,Studying,Australia,2025-08-05,2025-09-30,56.0,8.0,Rejected,New Delhi,Yes,Yes,
CAN_EXT0018,Canada,Working,India,2025-06-03,2025-09-02,91.0,13.0,Approved,Bengaluru,Yes,No,Online
CAN_EXT0019,Canada,Visiting,Philippines,2025-08-05,2025-09-02,28.0,4.0,Rejected,Manila,Yes,Yes,Offline
CAN_EXT0020,Canada,Visiting,Nigeria,2025-08-27,2025-10-06,40.0,5.71,Rejected,Lagos,No,Yes,Offline
CAN_EXT0021,Canada,Visiting,China,2025-12-31,2026-01-21,21.0,3.0,Approved,New Delhi,No,No,
CAN_EXT0022,Canada,Visiting,Philippines,2025-09-24,2025-10-13,19.0,2.71,Rejected,Manila,Yes,Yes,Offline
CAN_EXT0023,Canada,Working,Philippines,2025-10-29,2025-12-17,,,Approved,Manila,No,No,Online
CAN_EXT0024,Canada,Visiting,Japan,2025-05-06,2025-05-30,24.0,3.43,Approved,New Delhi,Yes,Yes,
CAN_EXT0025,Canada,Studying,Philippines,2025-03-12,2025-04-16,35.0,5.0,Approved,Manila,No,Yes,Offline
CAN_EXT0026,Canada,Studying,Nigeria,2025-03-12,2025-04-23,42.0,6.0,Approved,Abuja,Yes,Yes,
CAN_EXT0027,Canada,Visiting,Australia,2025-03-12,2025-03-25,13.0,1.86,Rejected,New Delhi,Yes,No,Offline
CAN_EXT0028,Canada,Studying,Philippines,2025-08-05,2025-09-30,56.0,8.0,Rejected,Manila,Yes,Yes,
CAN_EXT0029,Canada,Studying,Bangladesh,2025-11-26,2025-12-24,28.0,4.0,Rejected,Dhaka,Yes,Yes,
CAN_EXT0030,Canada,Working,Nigeria,2025-06-03,2025-09-23,112.0,16.0,Approved,Abuja,No,No,Online
CAN_EXT0031,Canada,Visiting,Japan,2025-06-03,2025-06-29,,,Rejected,New Delhi,Yes,No,Offline
CAN_EXT0032,Canada,Studying,Philippines,2025-06-03,2025-09-16,,,Rejected,Manila,Yes,Yes,Online
CAN_EXT0033,Canada,Studying,United States of America,2025-11-26,2025-12-24,28.0,4.0,Approved,New Delhi,No,No,Online
CAN_EXT0034,Canada,Studying,Australia,2025-09-24,2025-12-10,77.0,11.0,Rejected,New Delhi,Yes,Yes,Offline
CAN_EXT0035,Canada,Studying,United Kingdom,2025-12-31,2026-02-04,35.0,5.0,Rejected,New Delhi,Yes,Yes,Offline
CAN_EXT0036,Canada,Studying,India,2025-09-24,2025-10-29,35.0,5.0,Rejected,New Delhi,Yes,No,
CAN_EXT0037,Canada,Working,Bangladesh,2025-12-31,2026-02-25,56.0,8.0,Rejected,Dhaka,No,No,Online
CAN_EXT0038,Canada,Studying,China,2025-12-31,2026-01-28,28.0,4.0,Approved,New Delhi,Yes,Yes,Offline
CAN_EXT0039,Canada,Visiting,Japan,2025-04-09,2025-04-29,,,Rejected,New Delhi,No,Yes,
CAN_EXT0040,Canada,Visiting,Bangladesh,2025-06-03,2025-07-13,40.0,5.71,Rejected,Dhaka,Yes,Yes,Online
CAN_EXT0041,Canada,Studying,India,2025-08-05,2025-09-02,28.0,4.0,Approved,Bengaluru,No,Yes,Offline
CAN_EXT0042,Canada,Working,India,2025-08-05,2025-09-16,,,Approved,Mumbai,No,No,
CAN_EXT0043,Canada,Visiting,United Kingdom,2025-08-27,2025-10-26,60.0,8.57,Rejected,New Delhi,Yes,No,
CAN_EXT0044,Canada,Visiting,Japan,2025-10-29,2025-12-03,35.0,5.0,Approved,New Delhi,No,No,Offline
CAN_EXT0045,Canada,Studying,United Kingdom,2025-08-05,2025-10-07,63.0,9.0,Rejected,New Delhi,Yes,Yes,Offline
CAN_EXT0046,Canada,Studying,Bangladesh,2025-08-27,2025-09-24,28.0,4.0,Rejected,Dhaka,No,Yes,Online
CAN_EXT0047,Canada,Working,China,2025-09-24,2025-11-12,,,Approved,New Delhi,Yes,No,Offline
CAN_EXT0048,Canada,Studying,Japan,2025-11-26,2025-12-03,7.0,1.0,Approved,New Delhi,No,No,Online
CAN_EXT0049,Canada,Visiting,Nigeria,2025-10-29,2025-12-03,35.0,5.0,Rejected,Abuja,No,No,
CAN_EXT0050,Canada,Visiting,Japan,2025-04-09,2025-04-29,20.0,2.86,Rejected,New Delhi,Yes,No,Offline
CAN_EXT0051,Canada,Visiting,United Kingdom,2025-10-29,2025-12-28,60.0,8.57,Rejected,New Delhi,No,Yes,
CAN_EXT0052,Canada,Visiting,China,2025-08-05,2025-08-31,26.0,3.71,Rejected,New Delhi,No,Yes,Online
CAN_EXT0053,Canada,Studying,Bangladesh,2025-04-09,2025-05-21,42.0,6.0,Rejected,Dhaka,Yes,Yes,Offline
CAN_EXT0054,Canada,Visiting,Nigeria,2025-08-27,2025-10-06,,,Rejected,Abuja,No,No,Offline
CAN_EXT0055,Canada,Visiting,China,2025-04-09,2025-05-05,26.0,3.71,Rejected,New Delhi,No,No,
CAN_EXT0056,Canada,Working,Australia,2025-11-26,2026-01-07,42.0,6.0,Rejected,New Delhi,Yes,No,Offline
CAN_EXT0057,Canada,Working,Nigeria,2025-07-09,2025-09-17,,,Rejected,Abuja,No,Yes,
CAN_EXT0058,Canada,Working,Japan,2025-10-29,2025-12-24,,,Rejected,New Delhi,Yes,Yes,Online
CAN_EXT0059,Canada,Studying,Nigeria,2025-07-09,2025-08-13,,,Approved,Abuja,Yes,No,
CAN_EXT0060,Canada,Studying,United Kingdom,2025-09-24,2025-12-03,70.0,10.0,Rejected,New Delhi,No,Yes,Offline
CAN_EXT0061,Canada,Working,Philippines,2025-10-29,2025-12-17,49.0,7.0,Approved,Manila,No,No,Online
CAN_EXT0062,Canada,Working,Japan,2025-09-24,2025-11-12,49.0,7.0,Rejected,New Delhi,Yes,No,
CAN_EXT0063,Canada,Working,India,2025-07-09,2025-08-27,,,Rejected,Mumbai,No,No,Offline
CAN_EXT0064,Canada,Visiting,Bangladesh,2025-08-05,2025-09-16,42.0,6.0,Rejected,Dhaka,No,No,Online
CAN_EXT0065,Canada,Working,India,2025-08-05,2025-09-16,42.0,6.0,Approved,Chandigarh,No,No,Offline
CAN_EXT0066,Canada,Studying,China,2025-08-05,2025-09-02,28.0,4.0,Approved,New Delhi,No,No,
CAN_EXT0067,Canada,Working,Bangladesh,2025-10-29,2025-12-31,63.0,9.0,Approved,Dhaka,Yes,No,
CAN_EXT0068,Canada,Studying,India,2025-10-29,2025-12-10,42.0,6.0,Approved,Chandigarh,Yes,Yes,
CAN_EXT0069,Canada,Visiting,China,2025-11-26,2025-12-17,21.0,3.0,Approved,New Delhi,No,Yes,Online
CAN_EXT0070,Canada,Working,China,2025-11-26,2026-01-14,49.0,7.0,Approved,New Delhi,Yes,No,
CAN_EXT0071,Canada,Studying,United Kingdom,2025-08-05,2025-10-07,63.0,9.0,Approved,New Delhi,No,Yes,
CAN_EXT0072,Canada,Working,China,2025-04-09,2025-07-02,84.0,12.0,Rejected,New Delhi,No,Yes,Offline
CAN_EXT0073,Canada,Studying,India,2025-12-31,2026-01-28,28.0,4.0,Approved,Mumbai,No,Yes,Online
CAN_EXT0074,Canada,Working,Philippines,2025-03-12,2025-04-23,42.0,6.0,Approved,Manila,Yes,Yes,Online
CAN_EXT0075,Canada,Working,Australia,2025-04-09,2025-05-21,,,Approved,New Delhi,Yes,Yes,Online
CAN_EXT0076,Canada,Studying,Nigeria,2025-08-05,2025-09-09,35.0,5.0,Approved,Lagos,No,No,Offline
CAN_EXT0077,Canada,Studying,Philippines,2025-07-09,2025-09-17,70.0,10.0,Approved,Manila,Yes,No,Offline
CAN_EXT0078,Canada,Studying,Australia,2025-06-03,2025-07-15,,,Approved,New Delhi,Yes,No,
CAN_EXT0079,Canada,Studying,United States of America,2025-08-05,2025-09-23,49.0,7.0,Approved,New Delhi,Yes,No,Online
CAN_EXT0080,Canada,Visiting,India,2025-08-27,2025-10-20,54.0,7.71,Rejected,Bengaluru,Yes,No,Offline
CAN_EXT0081,Canada,Studying,United Kingdom,2025-08-27,2025-11-05,70.0,10.0,Approved,New Delhi,Yes,No,Offline
CAN_EXT0082,Canada,Visiting,Bangladesh,2025-12-31,2026-01-25,,,Approved,Dhaka,Yes,No,
CAN_EXT0083,Canada,Visiting,United States of America,2025-06-03,2025-06-22,19.0,2.71,Rejected,New Delhi,No,Yes,Offline
CAN_EXT0084,Canada,Visiting,India,2025-08-05,2025-09-10,36.0,5.14,Rejected,Chandigarh,Yes,No,Online
CAN_EXT0085,Canada,Visiting,United States of America,2025-06-03,2025-06-22,,,Rejected,New Delhi,No,Yes,
CAN_EXT0086,Canada,Working,Australia,2025-08-27,2025-09-24,28.0,4.0,Approved,New Delhi,Yes,No,Offline
CAN_EXT0087,Canada,Visiting,Bangladesh,2025-05-06,2025-06-11,,,Approved,Dhaka,No,Yes,Offline
CAN_EXT0088,Canada,Studying,Japan,2025-10-29,2025-11-12,14.0,2.0,Rejected,New Delhi,Yes,No,Online
CAN_EXT0089,Canada,Studying,Nigeria,2025-05-06,2025-06-10,35.0,5.0,Approved,Abuja,Yes,No,
CAN_EXT0090,Canada,Visiting,Australia,2025-12-31,2026-01-05,5.0,0.71,Approved,New Delhi,Yes,No,
CAN_EXT0091,Canada,Working,Japan,2025-09-24,2025-11-12,,,Approved,New Delhi,No,Yes,Offline
CAN_EXT0092,Canada,Working,Nigeria,2025-04-09,2025-07-16,98.0,14.0,Rejected,Abuja,Yes,No,Offline
CAN_EXT0093,Canada,Working,Nigeria,2025-08-05,2025-10-07,,,Approved,Lagos,Yes,Yes,
CAN_EXT0094,Canada,Studying,Australia,2025-09-24,2025-12-10,,,Rejected,New Delhi,No,No,Online
CAN_EXT0095,Canada,Studying,Philippines,2025-11-26,2025-12-24,28.0,4.0,Rejected,Manila,Yes,Yes,Offline
CAN_EXT0096,Canada,Studying,Bangladesh,2025-12-31,2026-01-28,28.0,4.0,Approved,Dhaka,No,Yes,Offline
CAN_EXT0097,Canada,Working,Bangladesh,2025-11-26,2026-02-04,70.0,10.0,Approved,Dhaka,No,No,Online
CAN_EXT0098,Canada,Studying,Japan,2025-07-09,2025-08-20,,,Approved,New Delhi,Yes,Yes,Offline
CAN_EXT0099,Canada,Working,Japan,2025-09-24,2025-11-12,,,Approved,New Delhi,No,Yes,
CAN_EXT0100,Canada,Studying,Japan,2025-12-31,2026-01-07,,,Rejected,New Delhi,Yes,No,Offline
CAN_EXT0101,Canada,Studying,Nigeria,2025-03-12,2025-04-23,,,Approved,Abuja,Yes,Yes,
CAN_EXT0102,Canada,Visiting,Australia,2025-07-09,2025-07-19,,,Approved,New Delhi,No,Yes,
CAN_EXT0103,Canada,Studying,India,2025-07-09,2025-08-06,28.0,4.0,Approved,Mumbai,No,No,Online
CAN_EXT0104,Canada,Studying,Australia,2025-05-06,2025-06-17,42.0,6.0,Rejected,New Delhi,Yes,Yes,
CAN_EXT0105,Canada,Studying,Bangladesh,2025-08-27,2025-09-24,28.0,4.0,Rejected,Dhaka,Yes,Yes,Offline
CAN_EXT0106,Canada,Studying,Bangladesh,2025-10-29,2025-11-26,,,Rejected,Dhaka,No,Yes,Offline
CAN_EXT0107,Canada,Studying,Nigeria,2025-10-29,2025-12-24,56.0,8.0,Rejected,Lagos,Yes,Yes,Online
CAN_EXT0108,Canada,Visiting,Philippines,2025-11-26,2025-12-16,,,Rejected,Manila,Yes,No,Offline
CAN_EXT0109,Canada,Working,India,2025-11-26,2026-02-04,70.0,10.0,Approved,Bengaluru,No,Yes,
CAN_EXT0110,Canada,Studying,United Kingdom,2025-05-06,2025-05-27,21.0,3.0,Approved,New Delhi,Yes,No,Offline
CAN_EXT0111,Canada,Studying,India,2025-05-06,2025-07-01,,,Rejected,New Delhi,Yes,No,Offline
CAN_EXT0112,Canada,Working,China,2025-12-31,2026-02-25,,,Rejected,New Delhi,No,No,Online
CAN_EXT0113,Canada,Working,Philippines,2025-08-27,2025-10-01,35.0,5.0,Approved,Manila,Yes,No,
CAN_EXT0114,Canada,Studying,Bangladesh,2025-03-12,2025-04-30,49.0,7.0,Rejected,Dhaka,No,Yes,
CAN_EXT0115,Canada,Visiting,United Kingdom,2025-08-27,2025-10-26,60.0,8.57,Approved,New Delhi,No,Yes,Online
CAN_EXT0116,Canada,Visiting,Australia,2025-08-27,2025-09-08,,,Approved,New Delhi,Yes,No,Online
CAN_EXT0117,Canada,Studying,Nigeria,2025-09-24,2025-11-12,49.0,7.0,Rejected,Lagos,No,Yes,
CAN_EXT0118,Canada,Studying,United States of America,2025-08-27,2025-10-29,,,Approved,New Delhi,Yes,Yes,Offline
CAN_EXT0119,Canada,Visiting,China,2025-08-27,2025-09-22,,,Approved,New Delhi,Yes,Yes,
CAN_EXT0120,Canada,Studying,Bangladesh,2025-05-06,2025-06-10,35.0,5.0,Rejected,Dhaka,No,Yes,
CAN_EXT0121,Canada,Studying,United States of America,2025-12-31,2026-02-11,42.0,6.0,Rejected,New Delhi,No,Yes,
CAN_EXT0122,Canada,Visiting,Japan,2025-07-09,2025-07-31,22.0,3.14,Rejected,New Delhi,Yes,Yes,
CAN_EXT0123,Canada,Working,India,2025-11-26,2026-02-04,,,Rejected,Bengaluru,No,Yes,
CAN_EXT0124,Canada,Studying,United States of America,2025-12-31,2026-02-11,42.0,6.0,Rejected,New Delhi,No,Yes,
CAN_EXT0125,Canada,Studying,Australia,2025-08-05,2025-09-30,56.0,8.0,Approved,New Delhi,Yes,Yes,Online
CAN_EXT0126,Canada,Working,Nigeria,2025-10-29,2026-01-07,70.0,10.0,Approved,Lagos,No,No,
CAN_EXT0127,Canada,Studying,Japan,2025-11-26,2025-12-03,7.0,1.0,Approved,New Delhi,No,No,Offline
CAN_EXT0128,Canada,Visiting,Australia,2025-10-29,2025-11-15,17.0,2.43,Approved,New Delhi,Yes,Yes,Offline
CAN_EXT0129,Canada,Visiting,China,2025-03-12,2025-04-15,34.0,4.86,Rejected,New Delhi,No,Yes,Offline
CAN_EXT0130,Canada,Working,Nigeria,2025-06-03,2025-09-23,,,Approved,Lagos,Yes,Yes,Offline
CAN_EXT0131,Canada,Working,Australia,2025-08-27,2025-09-24,28.0,4.0,Rejected,New Delhi,No,Yes,
CAN_EXT0132,Canada,Working,Nigeria,2025-03-12,2025-06-04,84.0,12.0,Approved,Lagos,No,No,
CAN_EXT0133,Canada,Studying,China,2025-08-05,2025-09-02,28.0,4.0,Rejected,New Delhi,Yes,No,
CAN_EXT0134,Canada,Studying,United States of America,2025-04-09,2025-05-21,42.0,6.0,Rejected,New Delhi,Yes,No,Online
CAN_EXT0135,Canada,Studying,Philippines,2025-05-06,2025-07-15,,,Rejected,Manila,Yes,No,Offline
CAN_EXT0136,Canada,Visiting,China,2025-06-03,2025-06-26,,,Approved,New Delhi,No,Yes,Offline
CAN_EXT0137,Canada,Visiting,Philippines,2025-06-03,2025-07-03,30.0,4.29,Approved,Manila,Yes,Yes,Online
CAN_EXT0138,Canada,Visiting,Philippines,2025-06-03,2025-07-03,,,Rejected,Manila,Yes,No,
CAN_EXT0139,Canada,Working,United States of America,2025-10-29,2025-11-26,,,Rejected,New Delhi,No,Yes,
CAN_EXT0140,Canada,Working,Japan,2025-03-12,2025-04-02,,,Approved,New Delhi,Yes,Yes,Offline
CAN_EXT0141,Canada,Visiting,Australia,2025-12-31,2026-01-05,,,Approved,New Delhi,Yes,Yes,
CAN_EXT0142,Canada,Working,China,2025-08-27,2025-10-08,42.0,6.0,Rejected,New Delhi,No,No,
CAN_EXT0143,Canada,Working,United States of America,2025-08-27,2025-09-24,,,Rejected,New Delhi,No,No,Offline
CAN_EXT0144,Canada,Working,Philippines,2025-10-29,2025-12-17,49.0,7.0,Rejected,Manila,No,No,Online
CAN_EXT0145,Canada,Working,India,2025-04-09,2025-08-20,133.0,19.0,Rejected,Bengaluru,Yes,Yes,Offline
CAN_EXT0146,Canada,Working,United States of America,2025-08-27,2025-09-24,28.0,4.0,Approved,New Delhi,Yes,No,Offline
CAN_EXT0147,Canada,Study - student,All,2023-06-09,2023-06-30,21.0,3.0,Rejected,New Delhi,Yes,Yes,Online
CAN_EXT0148,Canada,Visiting,United Kingdom,2025-12-31,2026-02-19,,,Rejected,New Delhi,Yes,No,Online
CAN_EXT0149,Canada,Working,Nigeria,2025-09-24,2025-12-17,,,Approved,Lagos,Yes,Yes,Online
